StimID,AnswerCertainty,AnswerPolarity,ContextType,count,pos,pos_min,pos_q25,pos_q50,pos_q75,pos_max,pri,pri_min,pri_q25,pri_q50,pri_q75,pri_max,rel,rel_min,rel_q25,rel_q50,rel_q75,rel_max,bch,bch_min,bch_q25,bch_q50,bch_q75,bch_max,ech,ech_min,ech_q25,ech_q50,ech_q75,ech_max,klu,klu_min,klu_q25,klu_q50,klu_q75,klu_max,bfu,bfu_min,bfu_q25,bfu_q50,bfu_q75,bfu_max,Answer,Context,CriticalProposition,YourQuestion,YourQuestionIntro,AnswerIntro
4,exhaustive,negative,positive,8.00,"[0.0, 0.0, 0.0, 0.01, 0.04, 0.05, 0.06, 0.09]",0.00,0.00,0.03,0.05,0.09,"[0.05, 0.14, 0.15, 0.15, 0.4, 0.5, 0.58, 0.7000000000000001]",0.05,0.15,0.28,0.52,0.70,"[0.85, 0.89, 0.92, 0.93, 0.95, 0.98, 1.0, 1.0]",0.85,0.91,0.94,0.98,1.00,"[0.04, 0.1, 0.15, 0.15, 0.35, 0.49, 0.5, 0.64]",0.04,0.14,0.25,0.49,0.64,"[0.2056038212, 0.3419466226, 0.544984078, 0.5538459801, 0.6098403047000001, 0.6098403047000001, 0.6845536373000001, 1.0]",0.21,0.49,0.58,0.63,1.00,"[0.0788862203, 0.1683427828, 0.4171795977, 0.4171795977, 0.6687291379, 0.8314065214, 0.9, 0.9538870538]",0.08,0.35,0.54,0.85,0.95,"[0.744047619, 0.8080808081, 0.9210526316, 0.9283819629, 0.9726443769, 1.0, 1.0, 1.0]",0.74,0.89,0.95,1.00,1.00,She's from Amsterdam.,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Madrid with a woman named Maria.",Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris responds:
4,exhaustive,positive,negative,9.00,"[0.85, 0.95, 0.96, 0.98, 1.0, 1.0, 1.0, 1.0, 1.0]",0.85,0.96,1.00,1.00,1.00,"[0.05, 0.06, 0.06, 0.1, 0.15, 0.3, 0.4, 0.65, 0.8300000000000001]",0.05,0.06,0.15,0.40,0.83,"[0.99, 0.99, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.99,0.99,1.00,1.00,1.00,"[0.17, 0.3, 0.45, 0.7000000000000001, 0.8300000000000001, 0.9, 0.9, 0.94, 0.95]",0.17,0.45,0.83,0.90,0.95,"[0.0851527301, 0.2863969571, 0.3274449192, 0.3611102897, 0.4683997622, 0.4689955936, 0.6476710983, 0.6577047787, 0.8812908992]",0.09,0.33,0.47,0.65,0.88,"[0.4615030578, 0.5828864093, 0.7625038439, 0.9816754041, 0.9971520986, 0.9995234901, 0.9997801211, 0.9999126815, 0.999952349]",0.46,0.76,1.00,1.00,1.00,"[0.8823529412000001, 0.9022556391, 0.9963985594, 0.9973404255, 1.0, 1.0, 1.0, 1.0, 1.0]",0.88,1.00,1.00,1.00,1.00,She was born and raised in Madrid.,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend met a woman named Maria at a party the other day, but you don't remember where she's from.",Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris responds:
4,exhaustive,positive,neutral,9.00,"[0.9, 0.94, 0.95, 0.99, 0.99, 1.0, 1.0, 1.0, 1.0]",0.90,0.95,0.99,1.00,1.00,"[0.05, 0.1, 0.1, 0.14, 0.25, 0.33, 0.33, 0.7000000000000001, 0.8]",0.05,0.10,0.25,0.33,0.80,"[0.84, 0.9, 0.95, 0.99, 0.99, 1.0, 1.0, 1.0, 1.0]",0.84,0.95,0.99,1.00,1.00,"[0.2, 0.3, 0.66, 0.66, 0.75, 0.8, 0.8, 0.85, 0.95]",0.20,0.66,0.75,0.80,0.95,"[0.0, 0.1825986365, 0.2567938925, 0.2863969571, 0.7219280949, 0.8112781245, 0.8341332369000001, 0.8341332369000001, 0.8812908992]",0.00,0.26,0.72,0.83,0.88,"[0.5234901251, 0.6942075016, 0.9689866974, 0.9689866974, 0.99, 0.9955528862, 0.9970888807, 0.9986727122, 0.999952349]",0.52,0.97,0.99,1.00,1.00,"[0.987654321, 0.9896091044, 0.9941520468, 0.9950248756, 0.9950248756, 1.0, 1.0, 1.0, 1.0]",0.99,0.99,1.00,1.00,1.00,She was born and raised in Madrid.,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Spanish food with a woman named Maria.",Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris responds:
4,exhaustive,positive,positive,4.00,"[0.92, 1.0, 1.0, 1.0]",0.92,0.98,1.00,1.00,1.00,"[0.04, 0.38, 0.55, 0.76]",0.04,0.29,0.47,0.60,0.76,"[0.91, 0.99, 1.0, 1.0]",0.91,0.97,0.99,1.00,1.00,"[0.24, 0.45, 0.54, 0.96]",0.24,0.40,0.49,0.65,0.96,"[0.2422921891, 0.5558628320000001, 0.7950402794, 0.992774454]",0.24,0.48,0.68,0.84,0.99,"[0.5981431981, 0.8627527903000001, 0.884454771, 0.9999772938]",0.60,0.80,0.87,0.91,1.00,"[0.9467040673, 1.0, 1.0, 1.0]",0.95,0.99,1.00,1.00,1.00,She was born and raised in Madrid.,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Madrid with a woman named Maria.",Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris responds:
4,high_certainty,negative,negative,4.00,"[0.0, 0.0, 0.22, 0.39]",0.00,0.00,0.11,0.26,0.39,"[0.0, 0.1, 0.35, 0.62]",0.00,0.07,0.22,0.42,0.62,"[0.5700000000000001, 0.5700000000000001, 0.58, 0.75]",0.57,0.57,0.57,0.62,0.75,"[0.0, 0.1, 0.13, 0.23]",0.00,0.07,0.12,0.15,0.23,"[0.0, 0.0067575263, 0.1739005524, 0.4689955936]",0.00,0.01,0.09,0.25,0.47,"[0.0, 0.1246122375, 0.2953119505, 0.3012598432]",0.00,0.09,0.21,0.30,0.30,"[0.0, 0.4761904762, 0.6081438392, 1.0]",0.00,0.36,0.54,0.71,1.00,She speaks Dutch.,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend met a woman named Maria at a party the other day, but you don't remember where she's from.",Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris responds:
4,high_certainty,negative,neutral,6.00,"[0.0, 0.05, 0.05, 0.05, 0.2, 0.6000000000000001]",0.00,0.05,0.05,0.16,0.60,"[0.05, 0.1, 0.1, 0.48, 0.5, 0.5]",0.05,0.10,0.29,0.49,0.50,"[0.04, 0.19, 0.4, 0.65, 0.7000000000000001, 1.0]",0.04,0.24,0.53,0.69,1.00,"[0.0, 0.05, 0.05, 0.1, 0.3, 0.48]",0.00,0.05,0.07,0.25,0.48,"[0.0, 0.0290494055, 0.1825986365, 0.1825986365, 0.2780719051, 0.998845536]",0.00,0.07,0.18,0.25,1.00,"[0.0, 0.053985891, 0.053985891, 0.064700732, 0.4728574236, 0.8860843144]",0.00,0.05,0.06,0.37,0.89,"[1.1102230249999998e-16, 0.3333333333, 0.5263157895, 0.5263157895, 0.75, 1.0]",0.00,0.38,0.53,0.69,1.00,She speaks Dutch.,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Spanish food with a woman named Maria.",Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris responds:
4,high_certainty,negative,positive,3.00,"[0.05, 0.2, 0.64]",0.05,0.12,0.20,0.42,0.64,"[0.1, 0.4, 0.59]",0.10,0.25,0.40,0.49,0.59,"[0.53, 0.68, 0.7000000000000001]",0.53,0.60,0.68,0.69,0.70,"[0.05, 0.05, 0.2]",0.05,0.05,0.05,0.12,0.20,"[0.0338172795, 0.1825986365, 0.2490224996]",0.03,0.11,0.18,0.22,0.25,"[0.0172630787, 0.053985891, 0.2621467397]",0.02,0.04,0.05,0.16,0.26,"[0.1905487805, 0.5263157895, 0.625]",0.19,0.36,0.53,0.58,0.62,She speaks Dutch.,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Madrid with a woman named Maria.",Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris responds:
4,high_certainty,positive,negative,13.00,"[0.12, 0.27, 0.3, 0.36, 0.39, 0.4, 0.49, 0.55, 0.64, 0.66, 0.7000000000000001, 0.9, 1.0]",0.12,0.36,0.49,0.66,1.00,"[0.03, 0.1, 0.12, 0.2, 0.2, 0.23, 0.32, 0.41, 0.46, 0.6000000000000001, 0.6000000000000001, 0.72, 0.85]",0.03,0.20,0.32,0.60,0.85,"[0.09, 0.11, 0.2, 0.21, 0.34, 0.34, 0.58, 0.59, 0.6000000000000001, 0.67, 0.68, 0.6900000000000001, 1.0]",0.09,0.21,0.58,0.67,1.00,"[0.0, 0.05, 0.07, 0.08, 0.08, 0.09, 0.1, 0.13, 0.2, 0.24, 0.4, 0.5, 0.56]",0.00,0.08,0.10,0.24,0.56,"[0.0, 2.2204460489999999e-16, 0.0026039848, 0.023210973, 0.0604180908, 0.0872323787, 0.1408447111, 0.1593628043, 0.1593628043, 0.1646718857, 0.4558231114, 0.6470727784, 0.9709505945]",0.00,0.02,0.14,0.16,0.97,"[0.0, 0.0355145244, 0.0355486932, 0.0423568877, 0.0488987064, 0.05250546, 0.0893262793, 0.1329329359, 0.2361510256, 0.722358299, 0.8167540412000001, 0.8556679419000001, 0.9520636337]",0.00,0.04,0.09,0.72,0.95,"[0.0, 0.2639517345, 0.2767208578, 0.303030303, 0.3086419753, 0.3703703704, 0.4166666667, 0.468975469, 0.5555555556, 0.8928571429000001, 0.9163802978, 0.9427609428, 1.0]",0.00,0.30,0.42,0.89,1.00,She's from Spain.,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend met a woman named Maria at a party the other day, but you don't remember where she's from.",Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris responds:
4,high_certainty,positive,neutral,15.00,"[0.03, 0.05, 0.15, 0.16, 0.2, 0.21, 0.22, 0.24, 0.35, 0.4, 0.42, 0.56, 0.61, 0.74, 0.95]",0.03,0.18,0.24,0.49,0.95,"[0.01, 0.02, 0.1, 0.11, 0.16, 0.19, 0.23, 0.25, 0.35, 0.4, 0.44, 0.5700000000000001, 0.6900000000000001, 0.73, 0.75]",0.01,0.14,0.25,0.51,0.75,"[0.18, 0.2, 0.2, 0.25, 0.4, 0.45, 0.52, 0.54, 0.55, 0.56, 0.58, 0.62, 0.65, 0.84, 0.97]",0.18,0.33,0.54,0.60,0.97,"[0.0, 0.0, 0.0, 0.01, 0.01, 0.02, 0.02, 0.03, 0.05, 0.05, 0.05, 0.12, 0.2, 0.2, 0.31]",0.00,0.01,0.03,0.08,0.31,"[0.0, 0.0, 0.0, 0.003772484, 0.0178438006, 0.04001128, 0.0664270859, 0.0893500296, 0.1135987219, 0.1233349123, 0.1408447111, 0.1449564146, 0.1945472418, 0.4815379369, 0.5248811673]",0.00,0.01,0.09,0.14,0.52,"[0.0, 0.0, 0.0, 0.0006761984, 0.0009471909, 0.0041983759, 0.0198572735, 0.0229920549, 0.0398292737, 0.0427803848, 0.0526398353, 0.1064014292, 0.2500411769, 0.3804001088, 0.6480472402]",0.00,0.00,0.02,0.08,0.65,"[0.0, 0.0, 0.0, 0.0398724083, 0.0557413601, 0.1175778954, 0.2179598954, 0.25, 0.3703703704, 0.4214963119, 0.5980861244, 0.612244898, 0.6734006734, 0.8293204922, 0.8421052632]",0.00,0.05,0.25,0.61,0.84,She's from Spain.,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Spanish food with a woman named Maria.",Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris responds:
4,high_certainty,positive,positive,14.00,"[0.25, 0.31, 0.31, 0.35, 0.4, 0.5, 0.53, 0.55, 0.56, 0.6000000000000001, 0.6000000000000001, 0.63, 0.65, 0.75]",0.25,0.36,0.54,0.60,0.75,"[0.1, 0.18, 0.19, 0.2, 0.25, 0.27, 0.29, 0.3, 0.43, 0.5, 0.5, 0.5, 0.51, 0.8]",0.10,0.21,0.29,0.50,0.80,"[0.14, 0.23, 0.27, 0.3, 0.4, 0.55, 0.55, 0.55, 0.59, 0.6000000000000001, 0.7000000000000001, 0.78, 0.9, 0.91]",0.14,0.33,0.55,0.68,0.91,"[0.0, 0.0, 0.04, 0.05, 0.06, 0.1, 0.1, 0.12, 0.13, 0.22, 0.25, 0.35, 0.5, 0.55]",0.00,0.05,0.11,0.24,0.55,"[0.0, 0.0, 0.0101239205, 0.0290494055, 0.0493279073, 0.0517088222, 0.0517469818, 0.065346809, 0.0893500296, 0.0896596952, 0.1917019985, 0.2708463591, 0.3173245428, 0.5019550009]",0.00,0.03,0.06,0.17,0.50,"[0.0, 0.0, 0.0130132103, 0.0165283294, 0.0276091992, 0.064700732, 0.0722724513, 0.1073687382, 0.127689099, 0.2775705178, 0.4100076791, 0.6438318408, 0.902422423, 0.9173976315]",0.00,0.02,0.09,0.38,0.92,"[0.0, 0.0, 0.1767565179, 0.1822157434, 0.2414486922, 0.3333333333, 0.3571428571, 0.4126984127, 0.4778972521, 0.5937921727000001, 0.6944444444, 0.8053382421, 0.9166666667, 0.9259259259]",0.00,0.20,0.38,0.67,0.93,She's from Spain.,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Madrid with a woman named Maria.",Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris responds:
4,low_certainty,negative,negative,9.00,"[0.0, 0.01, 0.01, 0.02, 0.05, 0.2, 0.25, 0.3, 0.61]",0.00,0.01,0.05,0.25,0.61,"[0.02, 0.03, 0.1, 0.4, 0.6000000000000001, 0.62, 0.65, 0.7000000000000001, 0.9]",0.02,0.10,0.60,0.65,0.90,"[0.2, 0.5, 0.55, 0.65, 0.72, 0.72, 0.75, 0.96, 0.99]",0.20,0.55,0.72,0.75,0.99,"[0.01, 0.01, 0.01, 0.09, 0.3, 0.35, 0.4, 0.5, 0.9]",0.01,0.01,0.30,0.40,0.90,"[0.0067575263, 0.0529513153, 0.0606474066, 0.0896596952, 0.1227899309, 0.1593628043, 0.3882024577, 0.4689955936, 0.6845536373000001]",0.01,0.06,0.12,0.39,0.68,"[0.000702414, 0.0064306446, 0.0103088385, 0.2109749482, 0.4569353242, 0.6687291379, 0.6688870621, 0.8303940886000001, 0.9995234901]",0.00,0.01,0.46,0.67,1.00,"[0.041356493, 0.3401360544, 0.5050505051, 0.7142857143, 0.8205128205000001, 0.8928571429000001, 0.9090909091, 0.9210526316, 1.0]",0.04,0.51,0.82,0.91,1.00,She has a French flag pin on her backpack.,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend met a woman named Maria at a party the other day, but you don't remember where she's from.",Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris responds:
4,low_certainty,negative,neutral,12.00,"[0.0, 0.0, 0.0, 0.04, 0.04, 0.05, 0.05, 0.05, 0.05, 0.1, 0.12, 0.53]",0.00,0.03,0.05,0.06,0.53,"[0.04, 0.07, 0.1, 0.1, 0.15, 0.15, 0.17, 0.2, 0.35, 0.42, 0.6000000000000001, 0.64]",0.04,0.10,0.16,0.37,0.64,"[0.09, 0.22, 0.34, 0.54, 0.56, 0.6900000000000001, 0.7000000000000001, 0.7000000000000001, 0.8, 0.85, 0.92, 0.99]",0.09,0.49,0.70,0.81,0.99,"[0.03, 0.04, 0.05, 0.05, 0.05, 0.1, 0.11, 0.15, 0.15, 0.31, 0.42, 0.5]",0.03,0.05,0.10,0.19,0.50,"[0.0547183993, 0.1236314618, 0.1283439135, 0.1825986365, 0.1825986365, 0.2422921891, 0.3234433476, 0.4355311378, 0.5019550009, 0.6098403047000001, 0.6917758663, 0.981453895]",0.05,0.17,0.28,0.53,0.98,"[0.0265298146, 0.0316442938, 0.053985891, 0.053985891, 0.0807997168, 0.1268149108, 0.1550973224, 0.2680711561, 0.4171795977, 0.6153369946, 0.8362713031000001, 0.8394672118000001]",0.03,0.05,0.14,0.47,0.84,"[0.3342245989, 0.3656914894, 0.4464285714, 0.5263157895, 0.5263157895, 0.7017543860000001, 0.7894736842000001, 0.9226190476, 0.9259259259, 1.0, 1.0, 1.0]",0.33,0.51,0.75,0.94,1.00,She has a French flag pin on her backpack.,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Spanish food with a woman named Maria.",Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris responds:
4,low_certainty,negative,positive,11.00,"[0.05, 0.06, 0.1, 0.14, 0.17, 0.18, 0.3, 0.33, 0.42, 0.51, 0.52]",0.05,0.12,0.18,0.38,0.52,"[0.05, 0.1, 0.26, 0.35, 0.5, 0.55, 0.55, 0.5700000000000001, 0.59, 0.8, 0.88]",0.05,0.30,0.55,0.58,0.88,"[0.3, 0.43, 0.59, 0.6000000000000001, 0.62, 0.65, 0.6900000000000001, 0.7000000000000001, 0.72, 0.75, 1.0]",0.30,0.59,0.65,0.71,1.00,"[0.0, 0.03, 0.04, 0.08, 0.15, 0.18, 0.2, 0.22, 0.37, 0.45, 0.7000000000000001]",0.00,0.06,0.18,0.29,0.70,"[0.0, 0.0043611421, 0.006071082, 0.0778480812, 0.1187091008, 0.1415506744, 0.1466693268, 0.2529325013, 0.2763632766, 0.3922616571, 0.4703505765]",0.00,0.04,0.14,0.26,0.47,"[0.0, 0.0060011465, 0.0334010353, 0.0579981298, 0.1397096152, 0.2337120669, 0.2391642705, 0.2781275574, 0.7448491598, 0.7647945543, 0.9777634453]",0.00,0.05,0.23,0.51,0.98,"[1.1102230249999998e-16, 0.1136363636, 0.3752345216, 0.4255319149, 0.4537205082, 0.5714285714, 0.5970149254, 0.6196213425, 0.8580705009, 0.8868742609, 0.9722222222]",0.00,0.40,0.57,0.74,0.97,She has a French flag pin on her backpack.,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Madrid with a woman named Maria.",Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris responds:
4,low_certainty,positive,negative,17.00,"[0.04, 0.05, 0.05, 0.05, 0.06, 0.1, 0.17, 0.2, 0.24, 0.35, 0.47, 0.48, 0.5, 0.66, 0.7000000000000001, 0.75, 0.76]",0.04,0.06,0.24,0.50,0.76,"[0.01, 0.02, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.09, 0.11, 0.17, 0.35, 0.5, 0.5, 0.6000000000000001, 0.64, 0.76]",0.01,0.05,0.09,0.50,0.76,"[0.1, 0.19, 0.2, 0.25, 0.25, 0.3, 0.45, 0.5, 0.53, 0.55, 0.59, 0.6000000000000001, 0.6000000000000001, 0.7000000000000001, 0.73, 0.85, 0.91]",0.10,0.25,0.53,0.60,0.91,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.02, 0.04, 0.05, 0.06, 0.11, 0.12, 0.13, 0.15, 0.2, 0.3, 0.39]",0.00,0.00,0.05,0.13,0.39,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.041047962, 0.0461318895, 0.1008516465, 0.1187091008, 0.1314050648, 0.1825986365, 0.2056038212, 0.2951243212, 0.3396968098, 0.3713078216, 0.4355311378, 0.5623757189]",0.00,0.00,0.12,0.30,0.56,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0032902953, 0.0250870022, 0.0260033803, 0.0663109603, 0.0881924477, 0.1281745223, 0.2001563788, 0.2391642705, 0.2729629888, 0.3714468449, 0.5497809857, 0.8177755870000001]",0.00,0.00,0.07,0.24,0.82,"[0.0, 0.0, 0.0, 1.1102230249999998e-16, 1.1102230249999998e-16, 0.1754385965, 0.2272727273, 0.4074074074, 0.5102040816, 0.5263157895, 0.5714285714, 0.6086142322, 0.7430340557, 0.7690335811, 0.7894736842000001, 0.8080808081, 0.8928571429000001]",0.00,0.00,0.51,0.74,0.89,She speaks Spanish.,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend met a woman named Maria at a party the other day, but you don't remember where she's from.",Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris responds:
4,low_certainty,positive,neutral,7.00,"[0.09, 0.25, 0.5, 0.52, 0.68, 0.75, 0.84]",0.09,0.38,0.52,0.72,0.84,"[0.09, 0.1, 0.25, 0.49, 0.62, 0.7000000000000001, 0.75]",0.09,0.17,0.49,0.66,0.75,"[0.0, 0.11, 0.3, 0.38, 0.72, 0.75, 0.77]",0.00,0.20,0.38,0.73,0.77,"[0.0, 0.0, 0.0, 0.02, 0.1, 0.35, 0.4]",0.00,0.00,0.02,0.22,0.40,"[0.0, 0.0, 0.0, 0.0230905585, 0.0408035138, 0.3654018871, 0.5310044064]",0.00,0.00,0.02,0.20,0.53,"[0.0, 0.0, 0.0, 0.003120397, 0.0663660535, 0.5884736118, 0.8167540412000001]",0.00,0.00,0.00,0.33,0.82,"[0.0, 0.0, 0.0, 0.0892857143, 0.3360215054, 0.8169934641000001, 0.8888888889000001]",0.00,0.00,0.09,0.58,0.89,She speaks Spanish.,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Spanish food with a woman named Maria.",Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris responds:
4,low_certainty,positive,positive,4.00,"[0.35, 0.5700000000000001, 0.66, 0.8]",0.35,0.52,0.61,0.70,0.80,"[0.2, 0.31, 0.6000000000000001, 0.6000000000000001]",0.20,0.28,0.46,0.60,0.60,"[0.34, 0.41, 0.55, 0.85]",0.34,0.39,0.48,0.62,0.85,"[0.06, 0.15, 0.2, 0.26]",0.06,0.13,0.17,0.21,0.26,"[0.0461318895, 0.0926415788, 0.2121399605, 0.2490224996]",0.05,0.08,0.15,0.22,0.25,"[0.0250870022, 0.1831544255, 0.2621467397, 0.3798221362]",0.03,0.14,0.22,0.29,0.38,"[0.2272727273, 0.5357142857, 0.625, 0.6610729723000001]",0.23,0.46,0.58,0.63,0.66,She speaks Spanish.,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Madrid with a woman named Maria.",Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris responds:
4,non_answer,positive,negative,7.00,"[0.05, 0.06, 0.08, 0.1, 0.41, 0.48, 0.5]",0.05,0.07,0.10,0.44,0.50,"[0.06, 0.08, 0.1, 0.13, 0.29, 0.43, 0.6000000000000001]",0.06,0.09,0.13,0.36,0.60,"[0.0, 0.0, 0.01, 0.01, 0.01, 0.09, 0.1]",0.00,0.01,0.01,0.05,0.10,"[0.0, 0.0, 0.0, 0.02, 0.08, 0.1, 0.19]",0.00,0.00,0.02,0.09,0.19,"[0.0, 0.0, 0.0, 0.0093145684, 0.0290494055, 0.1301242897, 0.2710412279]",0.00,0.00,0.01,0.08,0.27,"[0.0, 0.0, 0.0, 0.0027181004, 0.0655562675, 0.1121101848, 0.2331883083]",0.00,0.00,0.00,0.09,0.23,"[0.0, 0.0, 1.1102230249999998e-16, 0.0788332676, 0.3333333333, 0.5575117371, 0.6477732794000001]",0.00,0.00,0.08,0.45,0.65,She's a talented singer.,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend met a woman named Maria at a party the other day, but you don't remember where she's from.",Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris responds:
4,non_answer,positive,neutral,10.00,"[0.05, 0.05, 0.08, 0.09, 0.09, 0.25, 0.5, 0.5, 0.5, 0.5]",0.05,0.08,0.17,0.50,0.50,"[0.05, 0.08, 0.09, 0.09, 0.21, 0.47, 0.5, 0.5, 0.5, 0.5]",0.05,0.09,0.34,0.50,0.50,"[0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.02, 0.03, 0.06, 0.5]",0.00,0.00,0.01,0.03,0.50,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16, 0.22]",0.00,0.00,0.00,0.00,0.22,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1861234641, 0.4550857828]",0.00,0.00,0.00,0.00,0.46,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2887709475, 0.2908332758]",0.00,0.00,0.00,0.00,0.29,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1102230249999998e-16, 0.6241134752, 0.8020050125]",0.00,0.00,0.00,0.00,0.80,She's a talented singer.,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Spanish food with a woman named Maria.",Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris responds:
4,non_answer,positive,positive,8.00,"[0.0, 0.05, 0.06, 0.1, 0.42, 0.5, 0.75, 0.78]",0.00,0.06,0.26,0.56,0.78,"[0.0, 0.05, 0.06, 0.1, 0.5, 0.5, 0.75, 0.78]",0.00,0.06,0.30,0.56,0.78,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.15]",0.00,0.00,0.00,0.00,0.15,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08]",0.00,0.00,0.00,0.00,0.08,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018546105]",0.00,0.00,0.00,0.00,0.02,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0418050117]",0.00,0.00,0.00,0.00,0.04,"[0.0, 0.0, 0.0, 0.0, 1.1102230249999998e-16, 1.1102230249999998e-16, 1.1102230249999998e-16, 0.275862069]",0.00,0.00,0.00,0.00,0.28,She's a talented singer.,"You're planning a vacation to Madrid, and you need a local's advice on what to do. You and your friend were at a party the other day, where you were talking about Madrid with a woman named Maria.",Maria is from Madrid,Is Maria from Madrid?,You ask your friend Chris:,Chris responds:
5,exhaustive,negative,negative,9.00,"[0.0, 0.0, 0.0, 0.05, 0.1, 0.1, 0.15, 0.95, 0.98]",0.00,0.00,0.10,0.15,0.98,"[0.08, 0.1, 0.1, 0.15, 0.2, 0.25, 0.26, 0.3, 0.34]",0.08,0.10,0.20,0.26,0.34,"[0.77, 0.91, 0.92, 0.92, 0.96, 0.97, 1.0, 1.0, 1.0]",0.77,0.92,0.96,1.00,1.00,"[0.05, 0.05, 0.08, 0.1, 0.15, 0.16, 0.25, 0.64, 0.75]",0.05,0.08,0.15,0.25,0.75,"[0.1408447111, 0.1825986365, 0.2714505945, 0.3577507789, 0.4021791902, 0.4355311378, 0.4689955936, 0.7833781624, 0.8112781245]",0.14,0.27,0.40,0.47,0.81,"[0.0355486932, 0.053985891, 0.1835900883, 0.2349472075, 0.2419361858, 0.2953119505, 0.6154414242, 0.959803724, 0.9883997096]",0.04,0.18,0.24,0.62,0.99,"[0.3703703704, 0.5263157895, 0.5882352941, 0.6837606838, 0.9868421053, 0.9894867038, 1.0, 1.0, 1.0]",0.37,0.59,0.99,1.00,1.00,The house is completely empty.,"You're a burglar on your way to meet your accomplice Chris to rob a house. You've been staking out a good looking house for the last week, and noticed that the family seems to have left for vacation.",someone is in the house,Is there anyone inside the house?,You text your accomplice Chris:,Chris responds:
